full_text,sentiment
excelente pdte golllll peru igual panamericanos,positivo
calla rechuchatumare!!!,negativo
igual iras preso.,negativo
"chupala idiota, pronto seras novia penal",negativo
palteas ctmr.,positivo
envidioso aparte asqueroso,positivo
jajajaja arde envidia 🤣🤣🤣🤣🤣 maldito lisiado... mental,positivo
nunca votare menos asqueroso rojo la.maldita izquierda.,negativo
jajajajaja cerdos,positivo
callate bacincerril falta dejar cara poto arrugado ratero wiatichurro,negativo
"persona rencorosa iguista, parlamentario bueno hecho?",positivo
jamas,positivo
creo gente temor anaranjado rojo. gracias ustedes,negativo
ardido congreso rascate becerril respira profundo chance nadie dara repetipua sirves falta pocooo 😵❌💀☠️,negativo
calla pedazo mierda.,negativo
😂😂😂😂😂😂😂que buena hector 👍👍👍👍👍,positivo
huevon cansa twittear,positivo
pronto caeras rata inmunda,positivo
piedras gordas terminar...,positivo
🤣🤣🤣pobre envidioso,positivo
"tranquilo mando casa vizcarra jajajaja eso, agradece jojolete",positivo
"alberto fujimori salvo terrorismo,la miseria, hiperinflacion, muerte, genocidio,de ignorancia, subdesarrollo miseria humana apodero peru !!!! menos años disparar bala !!!! alberto fujimori heroe mundial !!!!!",negativo
prefiero votar cualquiera votar hijo putas!,positivo
becerril apoya topo difundanlo agarre cojinovas,positivo
"imbecil matòndemierda, anda alistando arapos vayas #canadadry ,😂😂😂😂😂",positivo
"pronto narrara usted, juez",positivo
"duele orto, bestia mierda, naciste mierda, terminar inodoro, callate dedicate menos pasear familia estes bote, nadie ninguna mierda acordar pezuñento wachiturro",negativo
recontra ardido imbecerril,positivo
jodes,positivo
sabes imbecerril. encontraste alguno debajo cama?,positivo
"metete comunismo culo hablas estupideses, pegado argumentos profesionales mamarracho comontu?",positivo
corrupto!!! comprenderas...,positivo
"tremendo ignorante, gracias bestias metiste joder pais, bien merecida cana.",positivo
envidioso!! admiro presidente!!,positivo
mejor narre presa,positivo
"acaba inmunidad, vamos valiente.",positivo
hablas “comunistas terrucos tientes suerte vaya aparezca deje bien bien rojo cosa..🤪🤣🤣🤣🤣🤣🤣,positivo
pobre infeliz...como chiclayo supieramos,positivo
golpeo?? rabo hocico???,positivo
golpista imbecerril mierd....,positivo
imbecerril? violado chiquito talvez? jajajajajaa,positivo
"verdad despreciable animal, hecho vizcarra nunca podra igualar aprofujimorismo lacra mierda",negativo
envidia corroe,positivo
🤣🤣🤣🤣🤣 retuerces no?? 🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣,positivo
falto vere nombre periodicos nacionales extranjeros...en portada diga mato preso,positivo
playlist chida,positivo
"clase politicos llegaron congreso obstruir gobierno, emplear parientes, sacar leyes socavan institucionalidad pais, enriquecerse haciendo poder, etc., nunca votes fujimorista.",negativo
jjjj,positivo
cierra boca. sigues misma (golpista) callate burro,negativo
pobre infeliz misma manera iras carcel cagon mrda,positivo
vivo,positivo
votamos prostituta congreso olvidaste? vendias mejor postor,positivo
solo huevon puede decir tanta huevada,negativo
👍🏾👍🏾👍🏾,positivo
narraras sino cantaras fiscalia pronto,negativo
tremendo asno comentario. peor bazofia existe pais. terrorismo desinformacion logrado separen pedazo celda piedras gordas motumbo.,positivo
constantes vida: cebiche bueno chifa inca kola chifa sale llorando twitter agreguen lista quieren.,positivo
cumplas manutencion adecuada hijos habla mientras callate miserable,positivo
jajajaja carrasco sera peor pesadilla!,negativo
"proctologo vea, haber callas vez, pareces idiota repitiendo mismo...",negativo
considere digno quita meritos,positivo
"salvo que? becerril, salgado, bartra?",positivo
"dicen ignorancia atrevida informada, unica dieron millones",positivo
"futuros congresistas aparte vacar inepto, proponer leyes severas eliminar plaga llamada lgbti",positivo
verdad becerril. cuestionas dices: diferencia elegir,positivo
haber atreve play honor.,negativo
pobre animal sabes reclamar presidente,positivo
calla burro reconchatumadre,negativo
jajaja,positivo
facil vizcarra congreso chupate cretino,positivo
"trata gpo. org. criminal defender, trata pais entero vive desigualdad, medios comunic. nacional estan comprados brazo der. confiep, gran mayoria poblacional despertando buena hora",positivo
jajajaja... duele,positivo
falta estes preso encuestas lleguen 100%,negativo
mas?? ustedes reproducen pulgas creo. espera hago cheque bkp.,negativo
"imbecerril dedicate provechoso. volviste natural, congresista, ahora hacer? pobre vago. trabaja kella!",positivo
cabro viscarra,positivo
tamalito?,positivo
jajajajaja creo tercera opcion.,negativo
"favor, silencio señor congresista!!",negativo
vete mrda,positivo
duele quitado mamadera ladron,positivo
"pronto becerril, pronto estaras alla, solo esperando acabe inmunidad parlamentaria. luego, lueguito, cogeran cuello piedras gordas dentro haran feliz.",negativo
odian peru corrupto odia minilider encantaria ella.,positivo
"becerril, envidia corroe",positivo
defiendes patron ladronzuelo alcoholico zacapa,positivo
"¡no!, gracias.",positivo
"hacer evadir prision? cagado, salva, aparte feo, desagradable, asqueroso, repugnante, impresentable... pobre diablo deriva.que haber perdido casi medio millon soles remuneracion ahora dejaste kongreso?",negativo
bien!!! 👏🏼👏🏼👏🏼👏🏼👏🏼👏🏼,positivo
meterte palos encuentro calle,negativo
"cada superas postear imbecilidades, zorrino porcelanato. justicia alcanzara.",negativo
saca roncha becerril,positivo
"tambien dado cuenta despues disolucion, sigue igual.... osea ustedes santas huevas",negativo
proxima copa libertadores veras piedras gordas parasito.,positivo
"seriedad??que sepamos excepto ollanta mujer presos dejar libre señora k,ese mismo,y todas maneras condenados corruptos derecha bien derecha, prision preventiva..idiota",positivo
aburrido,positivo
callate recontramierda hablas puras estupideces.,positivo
mejor usted puede narrar cuanto costo porcelanato...,negativo
callate reconchetumare deja celebrar,negativo
pobre porcelanato media...,positivo
porq dedicas cosa? sera sabes hacer cosa vida... solo joder peru,negativo
pobre diablo!!!,positivo
cierto valores puede hablar individuo?,negativo
"leguleyos dicen falta. cierto señora mentirosa, actos ocultos. conciencia vendida grupos poder economico. cuanto odebrecht corrupcion.",negativo
calla apoya corruptos undete lodo envidia,positivo
"roban,no chantajean porcelanatos,no hacen sicarios norte,no apoderan obras publicas enriquecimiento ilicito,no forman parte mafia maneje limpiar cochinadas, congresistas encubridores ladrones!!!",negativo
"imagino congresistas fujimoristas mirandose espejo pensando tontos darle sueldo keiko fujimori, mientras llenaba bolsillos aportes grandes conglomerados econ omicos,ya sabes comentarios",positivo
narrar coima porcelanato poder judicial sonzo mierda,positivo
sooooo burrrroooooo!!!,positivo
"insulto elogio decirte hampon, coimero porcelanato fujiasno.",positivo
mejor wachiturro seria peligro,negativo
envidia tiña... serian pintados,positivo
risa,positivo
jode vizcarra metio patada culo jajaja,positivo
"arremete #vizcarradictador :que narre partido suba encuestas"" 👍🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣👍",positivo
merfi jiji,positivo
callese señora!,positivo
since buscate trabajo,positivo
jajaj vivo?? jajjaja,positivo
"mundo dara cuenta agui golpe tampoco existe protesta disolucion congreso, contrario peruanos estan contentos disolucion",positivo
"habla quieres?? taper lonchera troll mas, preparate jugo, saludable.",positivo
amas presidente!!,positivo
"rabia? vacunate solo bociferas estupideces, tremendo delincuente desfachatez ofender presidente.",negativo
caer tarado rojete..!!,positivo
"anda alistando maleta carcel, reconcha madre",positivo
callate 🥚nazo,positivo
tribuna pobre infeliz,positivo
falta eso..!ya sabe hacer.!,negativo
"jajaja bien ahi, mongol.",positivo
izquierda corrupta doble moral,positivo
"hables pecados otros, nunca hara keiko santa. recibieron dinero odebretch. quiso hacer reforma politica fujimorismo aprisno opusieron bien.",negativo
piedras gordas inbecerril,positivo
"imbecil cada superas! deja tweet empieza lectura facil, alibaba ejemplo...",negativo
"calla ignorante. anda leer algun libro, puede mejores algo, menos lenguaje.",negativo
"pecados hacen santo!!!! toda politica podrida peru. keiko,ppk, humala hecho partidos hecho recibir dinero bajo mesa futuros favores. mal. necesita reforma. nuevos partidos.",negativo
igual escoria.,negativo
fueeeera lloron!,positivo
calla payaso delincuente,positivo
claro! nunca votar comunistas socialistas caviares allegados generacion actual dictadura ongs comunistas.,positivo
pobre hombre. tira primera piedra criticar juzgado..mejor dile gracias disuelto congreso,positivo
🤣🤣🤣🤣,positivo
"puedo dejar decirte peor basura peru habitante,pero apoyo, ahora obras transparentes sigue siendo direccionado peor sale chinos españoles agarran obras tener carretilla",negativo
"pena comentario, pena vida.",positivo
😂😂😂😂😂😂😂😂😂😂💩,positivo
calla ctm!!!! aburres,positivo
ratas aprofujimorismo.,negativo
patetico!,positivo
probidad justicia? valores practicas porcelanato. carrasco suspension actividades miembro comision permanente.,negativo
todavia sigues llorando?,negativo
"peru unico pais atacado izquierdistas,comunistas socialistas osea terroristas gracias fujimoristas delatamos cada menos borregos !!!!! solo fujimorismo salvo salvara peru !!!!",negativo
"usted necesita psicologo. alucinando mientras hace ridiculo cuenta solo razon fujitroles ustedes mismos contrataron, resto riendo narices. humille mismo, parece venenosa telenovela barata",negativo
calla ctmr,negativo
calla ctmr,negativo
calla ctmr,negativo
bueno becerril odia viscarra quiere decir dias presente desayun almuerzo lonche cena asta sueños hhhhh ¿como llama eso?,positivo
haces propaganda vizcarra cualquier medio,negativo
jaja alista culo zorrinooooooo!!! tronar llegues penal,negativo
gusta perro ctmmmmmm peru bien visto sede evento importante deporte pobre hijos pudiera hace rato,positivo
"señor creo ahorita usted entiende mensaje. aqui trata comunistas derecha, aqui asunto pueblo corruptos. usted lado esta?",positivo
sienpre,positivo
digale mejor jefa angurrienta! haga estirar mano esconder bille! delincuentes!,negativo
pobre picon.,positivo
falta zorrinoooo,negativo
zorrino?,positivo
piedra gordas pabellon estan sorteando sera dueño.,negativo
"imbecerril, barras peripecias carcel",positivo
muerto vida.,positivo
subes pena becerril,positivo
llegue plazo cumpla 😂😈😂😈😂😈😂😈😂😂😈😈😂😈😂😈😂😈😂,negativo
"rojos, caviares, comunistas detestas voto",positivo
"muere, basura",positivo
pobre payaso jajaja,positivo
inclino todas anteriores,positivo
"narrar firmo, damnificados ocupantes precarios kongreso pasen canada",negativo
penales iras pronto preocupes.,positivo
tampoco votaria alguien delincuente hablar forma despectiva creo cabro combinado gallina quiero verte mojas pantalones frente policia busque meterte cana delincuente!!!,positivo
veras loco,negativo
jajaja andrea pues hermano descansas,positivo
abajo cama tambien estaras diviac busque meterte preso delincuente wachiturro.,positivo
"golpista apoya pueblo lastima puedas decir mismo wachiturro, vienen ,tres cuatro diviac arrestara measte miedo.",positivo
"vitrina mundo vamos ruina, culpa sigues pidiendo credito, deuda pregunto gastando? haces nada, deuda pagar solo planilla? cuanta zanganos caviares metido estado, alcanza?",negativo
"¿que etica? fondos privados, sector privado libre decidir financiar. gusta andate cuba venezuela.",positivo
burro rebuznando,positivo
imbecil callate! pronto diviac buscara hermano profugo bien comprando pañales vayas carcel viejo huevon meon sales calle darte baño popularidad? orinas vamos decir wachiturro.,positivo
momias siguen dolidas,positivo
estadio faltaba porcelanato,positivo
"anda menos informarte palabra terrorista terrorismo existe, palabra extinguido años atras. correcto reveldes.",negativo
calla mierda,positivo
"golpista, quito mamadera gozabas tambien inmunidad (falta meses)",negativo
"claro, cortes comerciales podrias consejos mayolicas.",positivo
vampiro famelico imbecil...,positivo
cierto,positivo
"mejor dejas hablar tu,seria maximo",negativo
knockout went!,positivo
todavia aleteando,positivo
tambien comunista rojo lacra burro defiendes mafia fujiapristas xqueria dormilon,positivo
cerebro imbecil.,positivo
idiota exportacion.,positivo
daria tipo zapatos vizcarrita....la envidia corroe,negativo
tenian peru vendido grandes compañias verguenza cinicos ladrones traidores. todavia descaro insultar ustedes malditos hdps debieron haber nacido,negativo
corrupto dando lecciones moral!!!!,positivo
tartamudo pisa porcelanato subir segundo piso,positivo
imbecerril callate!! tarado!!,positivo
disfrute dictador mientras pueda; luego tendra hacer frente denuncias 🤣🤣🤣🤣 #derroquemosaldictador #ciudadanoscontraelgolpe #vizcarrismohumalismo #vizcarrismotoledismo #vizcarragolpistacomunista #vizcarradictador #vizcarragolpista #dictadorvizcarra,negativo
narra presto microfono. habla!!!!,positivo
"chupas, obsesionado presidente",positivo
lactamela becerril,positivo
zorrinos hermosos...,positivo
"vizcarra prometio, narrar vayas preso, zorrino webonazo",positivo
deja odiar aunque minutos hacer bien. practica inmoral.,negativo
"pobre webonazo, pobre alma tratar bajarlo disolvio aceptalo zorrino vizcarra mas👍👍👍👍 challapalca espera...",positivo
ustedes quieren hacer ricos ricos. votar ustedes.,negativo
cara burrocil narrar ñoño carcel falta cu......ignorante satrapa gusta colocar jueces cdtm,negativo
"gracias vizcarra vamos extrañar gracias centro mundo, pais confiable,apesar ratas atras. viva peru!!",positivo
tremendo ladronnnn pronto estaras piedras gordas!!!,positivo
"absurdo, eligen pais clima tranquilo.",positivo
"tranquilo guason. pasaste (banco corrupcion peruana), tomaste leche gloria crecer corrupto maton?",negativo
ocioso mierda util vida prendido twitter.,positivo
cierra hocico ctmre!!!!!,positivo
😄😄😄😄😄,positivo
autoestima pesar mandamos mierda sigas actividad,positivo
lagartija sospecho despechada. hecha locaza. calmate.,positivo
calla sicario cacaseno cavernicola,negativo
this pain,positivo
delincuente!,positivo
"siempre colgandose eventos, seguro estara metido portatil",negativo
mejor cierre hocico,negativo
calla ctm.,negativo
mongol.,positivo
puedes dejar escribir tonterias,positivo
mejor cambia foto twitter recuerdo congresista.,negativo
tampoco pendejo cara conjudo.,positivo
mejor dedicate buscar trabajo lugar ocupar tiempo faltar respeto presidente republica,negativo
"golpista preso, puede narrar partido, pelearte kenyi apollado indulto",positivo
congreso corrupto habia final,positivo
tranquilo virgilio.,positivo
vieja calata asistir arbitro,positivo
"aprovecha ultimos dias libre, delincuente. contando dias...",negativo
bien gracioso wachiturro,positivo
"mira partido callado, jodas, wachiturro!",positivo
hace impunidad.,positivo
ohhh casa ladronazo cobra cheques pagos judiciales .... sigue hablando socapador ladrones,positivo
jajajajajajaja jajaja jajaja,positivo
tendra hace becerril solo twitter poner solo tipo estupideces?,negativo
"rctm,te puede meter.esos dedos culo dejar joder hijo putaaa",negativo
ustedes congreso solo acuerdo familiares portatiles...,negativo
"jajajaajajaj asno, golpe oque hizo fujimori, apoyamos viscarra cierre congreso inepto servian nada, mejor deberias preparandote juicios vienen, burrocerril.",negativo
mira partido jodas viejo lesbiano!,positivo
rascate concha perra,positivo
realidad imbecil,positivo
foto packs,positivo
"pronto,pronto",positivo
ceeeer caeeeer imbecerril caeeer!!! ceeeer caeeeer imbecerril caeeer!!! ceeeer caeeeer imbecerril caeeer!!! ceeeer caeeeer imbecerril caeeer!!! ceeeer caeeeer imbecerril caeeer!!!,positivo
jajajaja desesperacion huele!,positivo
"tales reflexiones, creo aciertas",negativo
"sigue echando veneno, haces ridiculo.",negativo
"unico falta decir es:""inauguramos final copa libertadores america""! inutil incompetente!",negativo
jajajaja llora asno aplaude presidente imbecerril,positivo
"sigue llorando, igual despues dejes comision permamente meses pasaras pobre diablo",negativo
calla indio concha madre,positivo
hazte candado animal!!!!,positivo
colgandose done espectaculo ajeno...,positivo
aggggg,positivo
jajjajajja presidente locutor,positivo
"imbecerril, puedes hacer quieras, sigues siendo despreciable, nadie apoya tuits, creo gusta insulten, animalazo, mejor cierra cuenta, date cuenta, mayoria desprecia. anda psiquiatra, qntendes cuenta.",negativo
😂😂😂😂😂,positivo
duele imbecerril poder corruptos extrañas cloaca junto jefa,positivo
delincuente asqueroso zorrillo apestoso imbecerril,positivo
calla porcelanato.,negativo
"pobre productividad congreso, verguenza peor vizcarra. negaron posibilidad mejor escenario, adelanto elecciones. aferrarse calentar escaño. miserables hubieramos adelantado elecciones bajo propuesta recortar mandato. parasitos!",positivo
envidia tiña zangano tiñoso estaria. esperan penal picsi.,negativo
chupamela zorrinooooooo!!,positivo
disculpe expresion... chucha callas rctm,negativo
comentarios mandan mierda debe,negativo
capitan wachiturro... escucharon!!!,positivo
"jajajajajaja nivel analisis, favor.",positivo
"señor congresista siempre wachiturro siempre porcelanato, cansa? solo demuestra bronca desesperacion siente. centavitos dignidad caerian bien",positivo
anda estadio #imbecerril..... seria lindo palcos cancha. jajajajjajaja,positivo
hablas pura cagada... nivel ignorancia hace casi inimputable... casi.,positivo
imbecil pensabamos...luri espera,negativo
acaba inmunidad 😂😂😂😂,positivo
jajajaja ladron mierda cagada jejeje,positivo
"llegara turno, llegando hora mega corrupta alias ruth ,todos delincuentes interesa derecha izquierda. reja",negativo
🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣,positivo
calla delincuente!!,negativo
envidia porcino!,positivo
piedras gordas terminar,positivo
"muerdes lengua, envenenas.",positivo
calla ladron,negativo
jajajaja,positivo
menos opcion. cambio siquiera puedes comprar solo calle agarran golpes miserable.,negativo
calla delincuente!,negativo
fuji vlady terminaron cana. apagate becerril igual suerte correras. tiempo tiempo. baja volumen,negativo
piedras gordas espera,negativo
rojo #rata asquerosa,positivo
calla sicario maton psicopata,negativo
wachiturro deja colgarte bolas vizcarra.,negativo
"becerril, pobre diablo...no sabe hacer...se acaba inmnidad dentro meses...le espera cana....ojala vaya carcel",negativo
calla sicario maton,negativo
"korrputos deben enviarlos challapallca...escucharon becerril, beteta, bartra, keiko fujimori?. ojala algun estes cana",negativo
metes puño culo! maldita lagartija,positivo
mejor narra sabes.,positivo
"imbecerril, lindito cacerolas, hace.mucho ruido chancas, mariquita silencio.",positivo
expreso sirve madurar paltas,positivo
quisieras profesional inteligente ellos. modo alli llegaste.,positivo
"menos puede salir calle, haber anda monumental.. atreves verdad, becerril pobre hombre.",negativo
jajajaja calla huevonazo,negativo
solo pido universo tipos estren politica.,negativo
"quisieras ahi. proposito descripcion sigues poniendo congresista, eres. debes poner miembro comision permanente. haga correcto alguna congresista becerril.",negativo
degeneracion aumento,positivo
rojo dejar culo carcel! rctm,positivo
"voten chavista, moralista, fujimorista pensamiento montesinista aplaudio autogolpe defensora corrupcion, formadora cuadros confrontacionales",positivo
vizcarra inaugura monumental!,positivo
apoyo,positivo
"vota impresentables lleva fuerza popular, puro asco...",positivo
payaso deja partido,positivo
"sabes colgarte verdad.... disculpa, disolvieron, nadie jajajaja",negativo
"superalo tio, solo tetas 🤦🏻‍♀️ tendra comunismo esto, hablando webadas ganas!",negativo
ahorita joven,positivo
"gracias, aburrido. prefiero presa mark haciendo ridiculo",positivo
"bien becerril,,,,",positivo
espera perro asqueroso.,negativo
"viejo pajero, bien guardado “pak”,",positivo
"claro, niña suficientemente madura educacion sexual, segun adeptos partido originaria ""orgias escolares"", violador embaraza automaticamente vuelve madura madre fuerza. logico",positivo
jajajajajaja calla borrico,negativo
bestia naranja. carcel cerca!,positivo
calla mierda!!!!,negativo
animal,positivo
expextoraron congreso?,positivo
sigue disfrutando porcelanato italiano pronto noche maton quinta,positivo
bonitos pechos,positivo
"viejo baboso. anda limpia porcelanato, hijo puta.",positivo
escondido cuarto viendo partido envidiando vizcarra,positivo
peor porcelanatos! llegara hora.,negativo
"burro cojudo, sabe estadio linchan. jaja",positivo
"pobre imbecerril corrupto imbecil, menos hacer reir estupideces twiteas, lastima pronto iras preso queda beteta.",positivo
jajajajajajajaja,positivo
idiota: colegio hizo inteligente tampoco hara homosexual,positivo
jaja...todas anteriores🤣,positivo
"parar bueno cuenta regresiva estan hermanos cielos,",positivo
"pasa, tiemblan piernas?",positivo
causa,positivo
"sabes decir, webon.",negativo
"sigan prostituyendo politica empresarios hagan carnabal dinero cambio aprueben leyes favor tomen poder asalto comprando conciencias, legado hijos, quieres wachiturro tuman",positivo
homosexualiza alguien? bien huevon,positivo
jajajaja car'e jebe wachiturro. pronto seras esclava sexual bravos piedras gordas. paciencia.,negativo
"vota fujimontesunistas quieren copar nuevo instituciones publicas:mp, ministerios, corrupcion archive prescriban, sigan inmunidad, sigan peostituyendo politic liliana",negativo
"sigue pirañon, nunca dejes tweet!!",negativo
sientes pasos? 😂😂😂😂😂😂😂😈,negativo
"gente? solo maldice, creo solo sequito subvencionado gobierno facto! creen ingenuos pensar gente independiente, pregunto haran gobierno pueda pagar gente?? dedicara gente?????",negativo
envidia envidia.. la...,positivo
fujimorista asolapado. pasaran calla electoral. cadaver,negativo
"buena fujitroll, acabara sueldo lacras salgan comision permanente",positivo
elecciones mañana votaria solo candidatos,negativo
jamas!!!! digno congresista votara ustedes.,positivo
debieron abortarte,negativo
"comunistas, cobarde mentiroso... quiero!",positivo
buscando compañeros celda???,positivo
palco tele,positivo
piden respeto! primero respeten ellas!,negativo
encanta haces conservador cucufato...,positivo
comunistas nunca,negativo
rojetes!,positivo
pobre espera carcel corrupto.,negativo
"¿quieres tener domingo perez compañero celda? imposible, caso judicial norte, #wachiturros corresponde penal chiclayo",positivo
calla viejo sopero,positivo
"apellido porcino, modales sicario rabo pajoso... mediocridad limites... odias sucedan cosas buenas peru... soportas exito ajeno. tipico rastrero miserable.",positivo
corrupto quiere enseñar criar hijos.,positivo
nadie bola animal,negativo
"odio inexplicable homosexualidad. pregunto habran violado chiquito capaz decirselo papas? ""sera gusto miedo salir closet sera encanto nadie quiere comer?",negativo
vamos resulta piedras gordas primero 😂😂😂😂😂 aseguro nadie saldra calles,positivo
ja.... wachiturro vera negras fiscal terminara lapidario,negativo
😂😂😂😂😂😂solo falta golpista,negativo
seria peor votar hacerlo,negativo
falta termine inmunidad estara calladito nunca usara twitter,negativo
vamos narrar triste salida congreso.,negativo
"piedras gordas imbecil,en hacer feliz.",positivo
"encima señor porcelanato, ideas superadas hace años mundo. verdad pobre diablo. tenia idea cerebro tenias equivoque perfecto basurril.",positivo
